bootstrap_i,duration_seconds,end_time,error_message,error_type,ldd_csv,n_e_pred_LDD_nan,n_ldd_targets,n_nights,n_pred_LDD_nan,n_result_files_after,n_result_files_before,n_result_files_created,n_sequences,n_visibility_files,start_time,status,traceback_file,txt_log,visibility_csv,visibility_pdf
406,383.698298,2026-07-13 21:56:15.020651,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_406_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-13 21:49:51.322353,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_406_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_406_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_406_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_406.pdf
407,452.059867,2026-07-13 22:03:47.080732,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_407_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-13 21:56:15.020865,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_407_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_407_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_407_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_407.pdf
408,488.481937,2026-07-13 22:11:55.563228,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_408_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-13 22:03:47.081291,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_408_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_408_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_408_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_408.pdf
409,493.933089,2026-07-13 22:20:09.496989,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_409_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-13 22:11:55.563900,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_409_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_409_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_409_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_409.pdf
410,495.18439,2026-07-13 22:28:24.681971,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_410_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-13 22:20:09.497581,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_410_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_410_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_410_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_410.pdf
411,494.366293,2026-07-13 22:36:39.048783,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_411_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-13 22:28:24.682490,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_411_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_411_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_411_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_411.pdf
412,556.649437,2026-07-13 22:45:55.698640,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_412_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-13 22:36:39.049203,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_412_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_412_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_412_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_412.pdf
413,500.648231,2026-07-13 22:54:16.347458,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_413_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-13 22:45:55.699227,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_413_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_413_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_413_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_413.pdf
414,493.38649,2026-07-13 23:02:29.734261,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_414_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-13 22:54:16.347771,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_414_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_414_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_414_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_414.pdf
415,494.671636,2026-07-13 23:10:44.406733,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_415_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-13 23:02:29.735097,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_415_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_415_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_415_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_415.pdf
416,496.501453,2026-07-13 23:19:00.908947,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_416_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-13 23:10:44.407494,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_416_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_416_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_416_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_416.pdf
417,495.156131,2026-07-13 23:27:16.065396,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_417_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-13 23:19:00.909265,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_417_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_417_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_417_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_417.pdf
418,493.894242,2026-07-13 23:35:29.960625,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_418_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-13 23:27:16.066383,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_418_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_418_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_418_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_418.pdf
419,494.083714,2026-07-13 23:43:44.044968,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_419_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-13 23:35:29.961254,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_419_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_419_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_419_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_419.pdf
420,494.322414,2026-07-13 23:51:58.367712,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_420_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-13 23:43:44.045298,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_420_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_420_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_420_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_420.pdf
421,497.69375,2026-07-14 00:00:16.061785,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_421_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-13 23:51:58.368035,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_421_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_421_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_421_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_421.pdf
422,443.044126,2026-07-14 00:07:39.106730,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_422_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-14 00:00:16.062604,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_422_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_422_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_422_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_422.pdf
423,370.076776,2026-07-14 00:13:49.183721,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_423_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-14 00:07:39.106945,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_423_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_423_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_423_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_423.pdf
424,350.182868,2026-07-14 00:19:39.366801,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_424_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-14 00:13:49.183933,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_424_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_424_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_424_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_424.pdf
425,349.315096,2026-07-14 00:25:28.682121,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_425_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-14 00:19:39.367025,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_425_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_425_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_425_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_425.pdf
426,351.882267,2026-07-14 00:31:20.564620,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_426_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-14 00:25:28.682353,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_426_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_426_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_426_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_426.pdf
427,352.087478,2026-07-14 00:37:12.652335,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_427_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-14 00:31:20.564857,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_427_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_427_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_427_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_427.pdf
428,351.428238,2026-07-14 00:43:04.080786,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_428_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-14 00:37:12.652548,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_428_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_428_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_428_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_428.pdf
429,352.437065,2026-07-14 00:48:56.518052,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_429_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-14 00:43:04.080987,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_429_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_429_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_429_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_429.pdf
430,351.749471,2026-07-14 00:54:48.267710,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_430_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-14 00:48:56.518239,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_430_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_430_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_430_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_430.pdf
431,352.546168,2026-07-14 01:00:40.814116,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_431_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-14 00:54:48.267948,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_431_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_431_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_431_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_431.pdf
432,352.254698,2026-07-14 01:06:33.069025,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_432_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-14 01:00:40.814327,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_432_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_432_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_432_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_432.pdf
433,351.759509,2026-07-14 01:12:24.828767,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_433_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-14 01:06:33.069258,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_433_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_433_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_433_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_433.pdf
434,352.333782,2026-07-14 01:18:17.162785,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_434_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-14 01:12:24.829003,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_434_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_434_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_434_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_434.pdf
435,351.526396,2026-07-14 01:24:08.689376,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_435_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-14 01:18:17.162980,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_435_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_435_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_435_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_435.pdf
436,352.021147,2026-07-14 01:30:00.710810,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_436_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-14 01:24:08.689663,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_436_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_436_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_436_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_436.pdf
437,351.96574,2026-07-14 01:35:52.676743,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_437_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-14 01:30:00.711003,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_437_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_437_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_437_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_437.pdf
438,351.303701,2026-07-14 01:41:43.980655,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_438_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-14 01:35:52.676954,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_438_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_438_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_438_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_438.pdf
439,351.344392,2026-07-14 01:47:35.325243,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_439_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-14 01:41:43.980851,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_439_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_439_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_439_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_439.pdf
440,351.329052,2026-07-14 01:53:26.654502,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_440_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-14 01:47:35.325450,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_440_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_440_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_440_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_440.pdf
441,351.472569,2026-07-14 01:59:18.127266,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_441_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-14 01:53:26.654697,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_441_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_441_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_441_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_441.pdf
